nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
RIO VERDE FUTEBOL CLUBE,rio-verde-futebol-clube,05/03/2009,5,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,642KM,582KM,619KM,396KM
RIO MARMORE CONSTRUCOES E SERVICOS LTDA-ME,rio-marmore-construcoes-e-servicos-ltda-me,22/08/2005,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RIODOCE,riodoce,01/12/1980,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RIOINJET,rioinjet,30/05/2008,1,Conceição do Jacuípe,BA,33631,-12.3268,-38.7684,63KM,23KM,77KM,359KM
RIOS,rios,14/02/2008,1,Rio Real,BA,41209,-11.4814,-37.9332,142KM,142KM,177KM,489KM
RIO UNA FM,rio-una-fm,03/08/1998,5,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
RIO PARDO,rio-pardo,30/09/1985,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RIOS MAQUINAS E VEICULOS LTDA,rios-maquinas-e-veiculos-ltda,23/03/2004,1,Santaluz,BA,37704,-11.2508,-39.375,197KM,121KM,214KM,431KM
RISCO SPORT CAR,risco-sport-car,17/02/2005,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
RISCOS & MOSSAS,riscos-mossas,06/06/2014,1,Catu,BA,55222,-12.3513,-38.3791,39KM,64KM,70KM,385KM
RIQUINHO VARIEDADES,riquinho-variedades,07/10/2009,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RIOSOARES,riosoares,09/02/2009,1,Ipiaú,BA,45969,-14.1226,-39.7353,220KM,223KM,185KM,145KM
RIOSTRANS,riostrans,08/09/1997,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
RISO,riso,29/03/2006,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RITA BIJUX,rita-bijux,12/09/2005,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RITALE GREEN,ritale-green,06/04/2000,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RITTO,ritto,06/07/2010,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RIVAS GAS,rivas-gas,18/01/2005,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
RIQUEILA,riqueila,05/09/1966,3,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
RIVER SOM,river-som,02/01/1991,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,642KM,582KM,619KM,396KM
RJ CONSTRUCAO,rj-construcao,18/11/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RIVER,river,13/02/2001,1,Sento Sé,BA,41279,-9.74138,-41.8786,507KM,423KM,513KM,580KM
RLAM (AG - TECH),rlam-ag-tech,14/01/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RITEL ALIMENTOS,ritel-alimentos,08/07/1992,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RM LOCADORA DE BILHARES,rm-locadora-de-bilhares,18/01/2002,1,Itororó,BA,20394,-15.11,-40.0684,328KM,338KM,292KM,88KM
RM PLACAS,rm-placas,22/03/2010,1,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,208KM,166KM,237KM,512KM
RMG - ROCHA MARMORES E GRANITOS,rmg-rocha-marmores-e-granitos,09/03/1999,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RLS DISTRIBUIDORA DE FRUTAS,rls-distribuidora-de-frutas,13/08/2010,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RMS DISTRIBUIDORA DE ALIMENTOS,rms-distribuidora-de-alimentos,15/09/1994,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
RM RACOES,rm-racoes,07/02/2012,3,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RMS TELECOM,rms-telecom,12/08/2011,1,Pedro Alexandre,BA,16698,-10.012,-37.8932,303KM,276KM,336KM,626KM
RMIX,rmix,10/07/2009,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RNTRANSTOUR,rntranstour,16/03/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RO MODAS,ro-modas,05/09/2006,1,Paramirim,BA,21777,-13.4388,-42.2395,432KM,379KM,408KM,218KM
RN CATERING,rn-catering,20/12/2002,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RN GESSO E DECORACOES,rn-gesso-e-decoracoes,16/09/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RIVIERA ROLOJOARIA E JOALHERIA,riviera-rolojoaria-e-joalheria,27/09/2002,1,Amargosa,BA,37631,-13.0215,-39.602,143KM,109KM,119KM,244KM
ROBCAU - COMPRAS DE CACAU,robcau-compras-de-cacau,06/11/2007,5,Uruçuca,BA,20312,-14.5963,-39.2851,235KM,261KM,200KM,170KM
ROBECAR,robecar,14/09/2004,1,Miguel Calmon,BA,25771,-11.4299,-40.6031,284KM,201KM,285KM,382KM
ROBERIO MOTOS,roberio-motos,14/06/2006,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
ROBERTA CENTRO DE BELEZA,roberta-centro-de-beleza,08/09/2010,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ROBERTA MODAS,roberta-modas,06/09/2011,1,Canápolis,BA,9694,-13.0725,-44.201,639KM,576KM,618KM,412KM
ROBERTINHO CAR,robertinho-car,22/06/1999,1,Alagoinhas,BA,153023,-12.1335,-38.4208,64KM,61KM,94KM,400KM
ROBERTO BARBOSA SANTOS,roberto-barbosa-santos,01/02/2007,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ROBERTO TINTAS,roberto-tintas,25/10/2011,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
ROBERT PETROLLIUS MONTAGEM ELETRICA,robert-petrollius-montagem-eletrica,22/07/1991,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ROBERTO VIAGENS ESPECIAIS,roberto-viagens-especiais,18/05/1998,1,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
ROBERTTO CONTABILIDADE,robertto-contabilidade,13/02/2003,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
ROBERTEC ELETRONICA,robertec-eletronica,18/02/2010,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
ROBSON FREITAS,robson-freitas,17/08/2010,1,Candeias,BA,87820,-12.6716,-38.5472,24KM,64KM,34KM,347KM
ROANAN,roanan,31/10/1996,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROBYAS IMOBILIARIA LTDA,robyas-imobiliaria-ltda,23/03/2011,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
ROCHA BIKE MOTOS E MOVEIS,rocha-bike-motos-e-moveis,26/01/2004,1,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
ROCHA CONSTRUCOES,rocha-construcoes,26/07/2005,1,Palmas de Monte Alto,BA,21840,-14.2676,-43.1609,553KM,507KM,525KM,258KM
ROCHA MARMORE,rocha-marmore,19/04/2004,3,Ourolândia,BA,17567,-10.9578,-41.0756,356KM,271KM,358KM,435KM
ROCHA ROSA,rocha-rosa,29/01/2009,1,Irecê,BA,74050,-11.3033,-41.8535,413KM,331KM,408KM,410KM
ROBSON MOTOS E BIKES,robson-motos-e-bikes,14/02/2012,1,Jaguarari,BA,33915,-10.2569,-40.1999,339KM,261KM,354KM,517KM
ROCHA'S CELULARES,rochas-celulares,14/09/2000,1,Morro do Chapéu,BA,35466,-11.5488,-41.1565,333KM,251KM,328KM,370KM
RODALEVE VEICULOS,rodaleve-veiculos,02/03/2005,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RODO NORTE COMERCIO SERVICOS LTDA,rodo-norte-comercio-servicos-ltda,01/11/1991,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RODOBENS VEICULOS COMERCIAIS,rodobens-veiculos-comerciais,16/04/1999,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ROCHA REPRESENTACOES E SERVICOS,rocha-representacoes-e-servicos,11/07/2006,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RODAK,rodak,23/03/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RODOMODAL,rodomodal,13/07/2005,5,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
RODONEY TRANSPORTES,rodoney-transportes,24/10/2007,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RODOPECAS COMERCIO DE PECAS E SERVICOS,rodopecas-comercio-de-pecas-e-servicos,06/01/1997,3,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RODOTAXI,rodotaxi,31/07/1987,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RODOVIARIO GONCALVES,rodoviario-goncalves,24/05/1999,1,Marcionílio Souza,BA,10357,-13.0064,-40.5295,241KM,189KM,220KM,209KM
RODOLOG TRANSPORTES,rodolog-transportes,10/04/2007,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RODOVIARIO NASSIFFE,rodoviario-nassiffe,22/01/1987,1,São Sebastião do Passé,BA,44554,-12.5123,-38.4905,27KM,58KM,51KM,364KM
RODORCASTRO,rodorcastro,18/12/2002,1,Medeiros Neto,BA,22741,-17.3707,-40.2238,559KM,584KM,524KM,287KM
RODOVIVA TRANSPORTES LTDA,rodoviva-transportes-ltda,09/01/2012,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
ROCHA MARMORE BEGE BAHIA,rocha-marmore-bege-bahia,11/04/2008,3,Sento Sé,BA,41279,-9.74138,-41.8786,507KM,423KM,513KM,580KM
RODPAR,rodpar,27/07/1992,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RODRIGO REPRESENTACOES,rodrigo-representacoes,16/12/2010,1,Pé de Serra,BA,13535,-11.8313,-39.611,170KM,85KM,175KM,362KM
RODRIGUES & SILVA CONSTRUTORA,rodrigues-silva-construtora,24/01/2012,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
RODRIGUES & RODRIGUES ADVOCACIA E CONSULTORIA,rodrigues-rodrigues-advocacia-e-consultoria,16/08/2011,5,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
RODRI MODAS,rodri-modas,17/12/2010,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
RODRIGUES CALHAS E MATERIAIS PARA CONSTRUCOES BARCELOS,rodrigues-calhas-e-materiais-para-construcoes-barcelos,26/03/2012,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
RODRIGUES REPRESENTACOES,rodrigues-representacoes,31/03/2009,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RODRILLENA ARTES GRAFICAS,rodrillena-artes-graficas,17/02/1997,1,Tucano,BA,50903,-10.9584,-38.7894,200KM,147KM,226KM,487KM
ROK ALIMENTOS & VARIEDADES,rok-alimentos-variedades,27/10/2011,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
RODRIGUES E GOMES REPRESENTACOES,rodrigues-e-gomes-representacoes,05/08/1996,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
ROLDAO CONTABILIDADE,roldao-contabilidade,18/12/2008,1,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
ROLPE,rolpe,19/12/1988,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROMA CONTABILIDADE CONSULTIVA,roma-contabilidade-consultiva,13/10/2010,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RODRIGUES TRANSPORTES,rodrigues-transportes,07/07/1994,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
RODRIGUES SERVICOS,rodrigues-servicos,10/01/2012,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROGERS CONSULTORIA,rogers-consultoria,21/01/2011,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
ROMA DECORACOES,roma-decoracoes,30/03/2000,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
ROMAR,romar,22/02/1983,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ROMAN' S ACADEMIA,roman-s-academia,14/12/2007,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ROMI BRASIL,romi-brasil,23/12/2002,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
ROMELSA,romelsa,29/11/1993,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROMICROS,romicros,27/07/2007,1,Pau Brasil,BA,9550,-15.4572,-39.6458,338KM,362KM,303KM,145KM
ROMORY ARTES GRAFICA,romory-artes-grafica,25/01/2001,1,Andorinha,BA,14416,-10.3482,-39.8391,309KM,233KM,326KM,513KM
ROMANNEL,romannel,15/01/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROMIL JOIAS,romil-joias,12/06/2003,1,Esplanada,BA,37902,-11.7942,-37.9432,109KM,123KM,144KM,462KM
RONDY MOVEIS,rondy-moveis,01/03/2010,1,Ituberá,BA,28870,-13.7249,-39.1481,145KM,163KM,109KM,222KM
RONITRES MERCADO,ronitres-mercado,22/07/2010,1,Uauá,BA,23991,-9.83325,-39.4794,342KM,276KM,365KM,578KM
RONNICAR AUTO PECAS,ronnicar-auto-pecas,24/02/2011,3,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RONNIE BARRETO REPRESENTACAO,ronnie-barreto-representacao,24/01/2011,1,Serrinha,BA,81693,-11.6584,-39.01,137KM,68KM,156KM,407KM
RONAELETRO,ronaeletro,08/03/2004,1,Ipupiara,BA,9954,-11.8219,-42.6179,476KM,400KM,464KM,388KM
ROQUE MOTOS,roque-motos,11/06/2014,1,Santaluz,BA,37704,-11.2508,-39.375,197KM,121KM,214KM,431KM
ROSA BORDADOS,rosa-bordados,12/03/2004,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROMMANEL,rommanel,07/05/2007,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROSA LINDA MODAS,rosa-linda-modas,12/07/2011,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,395KM,348KM,370KM,173KM
ROQUINEA DA CONCEICAO,roquinea-da-conceicao,02/06/2014,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
ROSANA,rosana,23/11/2010,1,Irajuba,BA,7295,-13.2563,-40.0848,201KM,164KM,174KM,196KM
ROSARIO FM,rosario-fm,22/07/2005,5,Correntina,BA,32243,-13.3477,-44.6333,688KM,627KM,666KM,441KM
ROSE MOVEIS,rose-moveis,13/07/1988,3,Paulo Afonso,BA,119213,-9.3983,-38.2216,367KM,329KM,399KM,670KM
ROSE PAULA ARTESANATO,rose-paula-artesanato,20/08/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROSA DE SHARON O POINT DA MODA,rosa-de-sharon-o-point-da-moda,19/04/2004,1,Itaju do Colônia,BA,6515,-15.1366,-39.7283,311KM,330KM,275KM,124KM
ROSE MATERIAS DE CONSTRUCAO,rose-materias-de-construcao,01/04/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROSEMOVEIS,rosemoveis,03/06/1975,3,Paulo Afonso,BA,119213,-9.3983,-38.2216,367KM,329KM,399KM,670KM
ROSITA PALLADINO ACADEMIA,rosita-palladino-academia,22/12/2004,1,Poções,BA,46885,-14.5234,-40.3634,300KM,293KM,266KM,64KM
ROSE EMBELEZ,rose-embelez,21/11/2011,1,Seabra,BA,44370,-12.4169,-41.7722,375KM,305KM,360KM,290KM
ROSY BANDA,rosy-banda,04/05/2001,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
ROSILENA,rosilena,05/10/2007,1,Riachão do Jacuípe,BA,33498,-11.8067,-39.3818,152KM,68KM,161KM,374KM
ROTA,rota,29/07/1991,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROTA,rota,15/03/1978,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
ROSE SALGADOS,rose-salgados,13/05/2014,1,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
ROTA 101,rota-101,15/05/2012,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
ROSIVANA,rosivana,03/04/1990,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROTA HOSPITALAR,rota-hospitalar,23/05/2014,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROTA 66 BARBER CHOPP,rota-66-barber-chopp,16/11/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROTARY CLUB DE ITAPETINGA,rotary-club-de-itapetinga,30/07/1976,5,Itapetinga,BA,77408,-15.2475,-40.2482,352KM,360KM,316KM,77KM
ROTISSERIE IMBASSAI,rotisserie-imbassai,02/06/2012,1,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
ROTOR,rotor,31/05/1983,1,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
ROTA PREMIUM,rota-premium,14/11/2011,5,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
ROUPARIA KIOSK,rouparia-kiosk,27/10/2005,3,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
ROUDOLFO OLIVEIRA DO ROSARIO,roudolfo-oliveira-do-rosario,27/07/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ROTARY CLUB BARREIRAS RIO DE ONDAS,rotary-club-barreiras-rio-de-ondas,19/05/2010,5,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
ROTULOS & CIA,rotulos-cia,23/03/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RPC BAHIA CONTABILIDADE,rpc-bahia-contabilidade,29/01/2010,1,Conceição do Jacuípe,BA,33631,-12.3268,-38.7684,63KM,23KM,77KM,359KM
RPSF,rpsf,08/07/2005,3,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
RPL,rpl,09/03/2005,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
RPLM REPRESENTACOES COMERCIAIS,rplm-representacoes-comerciais,20/05/2008,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
ROTORTEC,rotortec,25/10/2005,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ROYAL EMPREENDIMENTOS,royal-empreendimentos,17/10/2008,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RR MATERIAIS DE CONSTRUCAO,rr-materiais-de-construcao,29/09/1999,1,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
RQC CONSTRUCOES E SERVICOS,rqc-construcoes-e-servicos,23/08/2007,1,Cabaceiras do Paraguaçu,BA,19010,-12.5317,-39.1902,96KM,38KM,89KM,314KM
RS UTILIDADES,rs-utilidades,30/05/2011,1,Taperoá,BA,21421,-13.5321,-39.1009,125KM,141KM,90KM,239KM
RS VIDEO,rs-video,30/05/1995,5,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
RS MATERIAL DE CONSTRUCAO,rs-material-de-construcao,31/05/2011,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
RS ENGENHARIA E CONSULTORIA,rs-engenharia-e-consultoria,19/07/1990,3,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
RS-REFRIGERACAO,rs-refrigeracao,21/07/1997,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RSA ARQUITETURA,rsa-arquitetura,05/02/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RSM,rsm,21/02/2001,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RSREFORMAS,rsreformas,25/08/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RSB REPRESENTACOES,rsb-representacoes,06/03/2012,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
RSX SERRARIA,rsx-serraria,21/09/2010,1,Inhambupe,BA,40720,-11.781,-38.355,102KM,86KM,133KM,435KM
RSD - ASSESSORIA E COSULTORIA CONTBIL.,rsd-assessoria-e-cosultoria-contbil,16/04/2010,1,Cândido Sales,BA,24921,-15.4993,-41.2414,444KM,436KM,409KM,83KM
RSS ELETRONICA PRODUTOS & SERVICOS,rss-eletronica-produtos-servicos,19/05/1999,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
RTMED - SERVICOS MEDICOS,rtmed-servicos-medicos,23/02/2012,1,Paramirim,BA,21777,-13.4388,-42.2395,432KM,379KM,408KM,218KM
RUSTY BAHIA SOLDAS,rusty-bahia-soldas,12/08/2010,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
RTD SAJ CARTORIO,rtd-saj-cartorio,25/09/1987,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
RUBEIZ,rubeiz,12/08/1977,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RTM,rtm,02/02/1998,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RUTH LAYNE VARIEDADES,ruth-layne-variedades,02/12/2008,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
RX METALURGICA,rx-metalurgica,03/08/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
RUTH ARMARINHO,ruth-armarinho,16/11/1995,1,Mucuri,BA,42729,-18.0754,-39.5565,612KM,649KM,579KM,383KM
S & A REPRESENTACOES E TRANSPORTES,s-a-representacoes-e-transportes,27/04/1999,5,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
S & G DIGITAL - EXTREMECONECT,s-g-digital-extremeconect,22/07/2009,1,Aracatu,BA,12960,-14.428,-41.4648,391KM,363KM,360KM,82KM
S & A INFORMATICA E PAPELARIA,s-a-informatica-e-papelaria,01/07/2008,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
S & A CASA E CONSTRUCAO,s-a-casa-e-construcao,24/02/2005,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
S D MADEIREIRA,s-d-madeireira,29/07/2008,1,Serra Dourada,BA,17261,-12.759,-43.9504,610KM,544KM,591KM,408KM
S F SERVICOS CONTABEIS,s-f-servicos-contabeis,13/08/2009,1,Candeias,BA,87820,-12.6716,-38.5472,24KM,64KM,34KM,347KM
S & S SERVCOS CONTABEIS,s-s-servcos-contabeis,16/03/2001,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
S M A EMPREENDIMENTOS,s-m-a-empreendimentos,03/05/2002,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
S CONFECCOES,s-confeccoes,14/01/2010,1,Paripiranga,BA,29124,-10.6859,-37.8626,229KM,213KM,263KM,564KM
S O REPRESENTACOES,s-o-representacoes,30/12/1993,3,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
S M TRANSPORTES,s-m-transportes,30/11/2005,1,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
S I REPRESENTACOES,s-i-representacoes,29/10/1987,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
S J LOCACAO DE MAO DE OBRA,s-j-locacao-de-mao-de-obra,09/05/2001,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
S S COMERCIO E REPRESENTACAO,s-s-comercio-e-representacao,14/02/2012,1,Guanambi,BA,85353,-14.2231,-42.7799,512KM,468KM,484KM,220KM
S S DISTRIBUIDORA DE GESSO / RECONSOLARE,s-s-distribuidora-de-gesso-reconsolare,03/02/2009,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,84KM,47KM,73KM,308KM
S O S SOLDA,s-o-s-solda,09/02/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
S V INDUSTRIA E COMERCIO,s-v-industria-e-comercio,12/09/1991,1,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
S. FRANCISCO COMERCIO DE COMBUSTIVEIS E LUBRIFICAN LTDA,s-francisco-comercio-de-combustiveis-e-lubrifican-ltda,22/11/2010,5,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
S S CONSTRUTORA LTDA,s-s-construtora-ltda,26/04/2010,1,Serrinha,BA,81693,-11.6584,-39.01,137KM,68KM,156KM,407KM
S S P M C,s-s-p-m-c,07/07/2003,5,Central,BA,17293,-11.1376,-42.1116,446KM,364KM,441KM,436KM
S P CONSTRUCOES,s-p-construcoes,17/12/2009,1,Serrinha,BA,81693,-11.6584,-39.01,137KM,68KM,156KM,407KM
S. C. CALCADOS,s-c-calcados,07/06/2002,3,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
S S S,s-s-s,25/01/1984,5,Souto Soares,BA,17118,-12.088,-41.6427,366KM,291KM,354KM,320KM
S. T. T. R. CAFARNAUM,s-t-t-r-cafarnaum,08/01/1992,5,Cafarnaum,BA,18585,-11.6914,-41.4688,359KM,279KM,352KM,359KM
S. I. INFORMATICA,s-i-informatica,20/05/2008,1,Alagoinhas,BA,153023,-12.1335,-38.4208,64KM,61KM,94KM,400KM
